pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate
839,Coalossal,8,Normal,Coal Pokémon,Rock,Fire,2.8,310.5,510.0,110.0,80.0,120.0,80.0,90.0,30.0,,,,Medium Slow
840,Applin,8,Normal,Apple Core Pokémon,Grass,Dragon,0.2,0.5,260.0,40.0,40.0,80.0,40.0,40.0,20.0,,,,Erratic
841,Flapple,8,Normal,Apple Wing Pokémon,Grass,Dragon,0.3,1.0,485.0,70.0,110.0,80.0,95.0,60.0,70.0,,,,Erratic
842,Appletun,8,Normal,Apple Nectar Pokémon,Grass,Dragon,0.4,13.0,485.0,110.0,85.0,80.0,100.0,80.0,30.0,,,,Erratic
843,Silicobra,8,Normal,Sand Snake Pokémon,Ground,,2.2,7.6,315.0,52.0,57.0,75.0,35.0,50.0,46.0,,,,Medium Fast
844,Sandaconda,8,Normal,Sand Snake Pokémon,Ground,,3.8,65.5,510.0,72.0,107.0,125.0,65.0,70.0,71.0,,,,Medium Fast
845,Cramorant,8,Normal,Gulp Pokémon,Flying,Water,0.8,18.0,475.0,70.0,85.0,55.0,85.0,95.0,85.0,,,,Medium Fast
846,Arrokuda,8,Normal,Rush Pokémon,Water,,0.5,1.0,280.0,41.0,63.0,40.0,40.0,30.0,66.0,,,,Slow
847,Barraskewda,8,Normal,Skewer Pokémon,Water,,1.3,30.0,490.0,61.0,123.0,60.0,60.0,50.0,136.0,,,,Slow
848,Toxel,8,Normal,Baby Pokémon,Electric,Poison,0.4,11.0,242.0,40.0,38.0,35.0,54.0,35.0,40.0,,,,Medium Slow
849,Toxtricity Low Key Form,8,Normal,Punk Pokémon,Electric,Poison,1.6,40.0,502.0,75.0,98.0,70.0,114.0,70.0,75.0,,,,Medium Slow
849,Toxtricity Amped Form,8,Normal,Punk Pokémon,Electric,Poison,1.6,40.0,502.0,75.0,98.0,70.0,114.0,70.0,75.0,,,,Medium Slow
850,Sizzlipede,8,Normal,Radiator Pokémon,Fire,Bug,0.7,1.0,305.0,50.0,65.0,45.0,50.0,50.0,45.0,,,,Medium Fast
851,Centiskorch,8,Normal,Radiator Pokémon,Fire,Bug,3.0,120.0,525.0,100.0,115.0,65.0,90.0,90.0,65.0,,,,Medium Fast
852,Clobbopus,8,Normal,Tantrum Pokémon,Fighting,,0.6,4.0,310.0,50.0,68.0,60.0,50.0,50.0,32.0,,,,Medium Slow
853,Grapploct,8,Normal,Tantrum Pokémon,Fighting,,1.6,39.0,480.0,80.0,118.0,90.0,70.0,80.0,42.0,,,,Medium Slow
854,Sinistea,8,Normal,Black Tea Pokémon,Ghost,,0.1,0.2,308.0,40.0,45.0,45.0,74.0,54.0,50.0,,,,Medium Fast
855,Polteageist,8,Normal,Black Tea Pokémon,Ghost,,0.2,0.4,508.0,60.0,65.0,65.0,134.0,114.0,70.0,,,,Medium Fast
856,Hatenna,8,Normal,Calm Pokémon,Psychic,,0.4,3.4,265.0,42.0,30.0,45.0,56.0,53.0,39.0,,,,Slow
857,Hattrem,8,Normal,Serene Pokémon,Psychic,,0.6,4.8,370.0,57.0,40.0,65.0,86.0,73.0,49.0,,,,Slow
858,Hatterene,8,Normal,Silent Pokémon,Psychic,Fairy,2.1,5.0,510.0,57.0,90.0,95.0,136.0,103.0,29.0,,,,Slow
859,Impidimp,8,Normal,Wily Pokémon,Dark,Fairy,0.4,5.5,265.0,45.0,45.0,30.0,55.0,40.0,50.0,,,,Medium Fast
860,Morgrem,8,Normal,Devious Pokémon,Dark,Fairy,0.8,12.5,370.0,65.0,60.0,45.0,75.0,55.0,70.0,,,,Medium Fast
861,Grimmsnarl,8,Normal,Bulk Up Pokémon,Dark,Fairy,1.5,61.0,510.0,95.0,120.0,65.0,95.0,75.0,60.0,,,,Medium Fast
862,Obstagoon,8,Normal,Blocking Pokémon,Dark,Normal,1.6,46.0,520.0,93.0,90.0,101.0,60.0,81.0,95.0,,,,Medium Fast
863,Perrserker,8,Normal,Viking Pokémon,Steel,,0.8,28.0,440.0,70.0,110.0,100.0,50.0,60.0,50.0,,,,Medium Fast
864,Cursola,8,Normal,Coral Pokémon,Ghost,,1.0,0.4,510.0,60.0,95.0,50.0,145.0,130.0,30.0,,,,Fast
865,Sirfetch'd,8,Normal,Wild Duck Pokémon,Fighting,,0.8,117.0,507.0,62.0,135.0,95.0,68.0,82.0,65.0,,,,Medium Fast
866,Mr. Rime,8,Normal,Comedian Pokémon,Psychic,Ice,1.5,58.2,520.0,80.0,85.0,75.0,110.0,100.0,70.0,,,,Medium Fast
867,Runerigus,8,Normal,Grudge Pokémon,Ground,Ghost,1.6,66.6,483.0,58.0,95.0,145.0,50.0,105.0,30.0,,,,Medium Fast
868,Milcery,8,Normal,Cream Pokémon,Fairy,,0.2,0.3,270.0,45.0,40.0,40.0,50.0,61.0,34.0,,,,Medium Fast
869,Alcremie,8,Normal,Cream Pokémon,Fairy,,0.3,0.5,495.0,65.0,60.0,75.0,110.0,121.0,64.0,,,,Medium Fast
870,Falinks,8,Normal,Formation Pokémon,Fighting,,3.0,62.0,470.0,65.0,100.0,100.0,70.0,60.0,75.0,,,,Medium Fast
871,Pincurchin,8,Normal,Sea Urchin Pokémon,Electric,,0.3,1.0,435.0,48.0,101.0,95.0,91.0,85.0,15.0,,,,Medium Fast
872,Snom,8,Normal,Worm Pokémon,Ice,Bug,0.3,3.8,185.0,30.0,25.0,35.0,45.0,30.0,20.0,,,,Medium Fast
873,Frosmoth,8,Normal,Frost Moth Pokémon,Ice,Bug,1.3,42.0,475.0,70.0,65.0,60.0,125.0,90.0,65.0,,,,Medium Fast
874,Stonjourner,8,Normal,Big Rock Pokémon,Rock,,2.5,520.0,470.0,100.0,125.0,135.0,20.0,20.0,70.0,,,,Slow
875,Eiscue Ice Face,8,Normal,Penguin Pokémon,Ice,,1.4,89.0,470.0,75.0,80.0,110.0,65.0,90.0,50.0,,,,Slow
875,Eiscue Noice Face,8,Normal,Penguin Pokémon,Ice,,1.4,89.0,470.0,75.0,80.0,70.0,65.0,50.0,130.0,,,,Slow
876,Indeedee Male,8,Normal,Emotion Pokémon,Psychic,Normal,0.9,28.0,475.0,60.0,65.0,55.0,105.0,95.0,95.0,,,,Fast
876,Indeedee Female,8,Normal,Emotion Pokémon,Psychic,Normal,0.9,28.0,475.0,70.0,55.0,65.0,95.0,105.0,85.0,,,,Fast
877,Morpeko Full Belly Mode,8,Normal,Two-Sided Pokémon,Electric,Dark,0.3,3.0,436.0,58.0,95.0,58.0,70.0,58.0,97.0,,,,Medium Fast
877,Morpeko Hangry Mode,8,Normal,Two-Sided Pokémon,Electric,Dark,0.3,3.0,436.0,58.0,95.0,58.0,70.0,58.0,97.0,,,,Medium Fast
878,Cufant,8,Normal,Copperderm Pokémon,Steel,,1.2,100.0,330.0,72.0,80.0,49.0,40.0,49.0,40.0,,,,Medium Fast
879,Copperajah,8,Normal,Copperderm Pokémon,Steel,,3.0,650.0,500.0,122.0,130.0,69.0,80.0,69.0,30.0,,,,Medium Fast
880,Dracozolt,8,Normal,Fossil Pokémon,Electric,Dragon,1.8,190.0,505.0,90.0,100.0,90.0,80.0,70.0,75.0,,,,Slow
881,Arctozolt,8,Normal,Fossil Pokémon,Electric,Ice,2.3,150.0,505.0,90.0,100.0,90.0,90.0,80.0,55.0,,,,Slow
882,Dracovish,8,Normal,Fossil Pokémon,Water,Dragon,2.3,215.0,505.0,90.0,90.0,100.0,70.0,80.0,75.0,,,,Slow
883,Arctovish,8,Normal,Fossil Pokémon,Water,Ice,2.0,175.0,505.0,90.0,90.0,100.0,80.0,90.0,55.0,,,,Slow
884,Duraludon,8,Normal,Alloy Pokémon,Steel,Dragon,1.8,40.0,535.0,70.0,95.0,115.0,120.0,50.0,85.0,,,,Medium Fast
885,Dreepy,8,Normal,Lingering Pokémon,Dragon,Ghost,0.5,2.0,270.0,28.0,60.0,30.0,40.0,30.0,82.0,,,,Slow
886,Drakloak,8,Normal,Caretaker Pokémon,Dragon,Ghost,1.4,11.0,410.0,68.0,80.0,50.0,60.0,50.0,102.0,,,,Slow
887,Dragapult,8,Normal,Stealth Pokémon,Dragon,Ghost,3.0,50.0,600.0,88.0,120.0,75.0,100.0,75.0,142.0,,,,Slow
888,Zacian Crowned Sword,8,Legendary,Warrior Pokémon,Fairy,Steel,2.8,355.0,720.0,92.0,170.0,115.0,80.0,115.0,148.0,,,,Slow
888,Zacian Hero of Many Battles,8,Legendary,Warrior Pokémon,Fairy,,2.8,110.0,670.0,92.0,130.0,115.0,80.0,115.0,138.0,,,,Slow
889,Zamazenta Crowned Shield,8,Legendary,Warrior Pokémon,Fighting,Steel,2.9,785.0,720.0,92.0,130.0,145.0,80.0,145.0,128.0,,,,Slow
889,Zamazenta Hero of Many Battles,8,Legendary,Warrior Pokémon,Fighting,,2.9,210.0,670.0,92.0,130.0,115.0,80.0,115.0,138.0,,,,Slow
890,Eternatus,8,Legendary,Gigantic Pokémon,Poison,Dragon,20.0,950.0,690.0,140.0,85.0,95.0,145.0,95.0,130.0,,,,Slow
890,Eternatus Eternamax,8,Legendary,Gigantic Pokémon,Poison,Dragon,100.0,,1125.0,255.0,115.0,250.0,125.0,250.0,130.0,,,,Slow
